,0,1,2,3,4,5,6,7
0,Month,Weekday,Hour,Days from solstice,Temperature,Precipitation,Solar irradiance,WH supplied
306,10.0,True,17.0,69.0,16.8,0.9,44.0,4125.570939194976
307,10.0,True,18.0,69.0,17.1,1.6,26.0,7745.120142956448
308,10.0,True,19.0,69.0,16.4,0.8,46.0,6634.727060128787
309,10.0,True,20.0,69.0,17.1,0.5,76.0,3181.5818577197883
310,10.0,True,21.0,69.0,17.5,0.4,66.0,4650.038600525624
311,10.0,True,22.0,69.0,18.0,0.2,69.0,7491.6557161629435
312,10.0,True,23.0,69.0,18.8,0.0,206.0,8684.027941143439
313,10.0,True,0.0,68.0,18.7,0.0,175.0,6770.9602728439295
314,10.0,True,1.0,68.0,17.0,0.0,53.0,2275.310305695439
315,10.0,True,2.0,68.0,16.0,0.0,1.0,2275.310305695439
316,10.0,True,3.0,68.0,15.5,0.0,0.0,138.43703416562303
317,10.0,True,4.0,68.0,15.2,0.0,0.0,6037.008811621814
318,10.0,True,5.0,68.0,14.8,0.0,0.0,6037.008811621814
319,10.0,True,6.0,68.0,14.4,0.0,0.0,1888.2422005239346
320,10.0,True,7.0,68.0,14.6,0.0,0.0,0.0
321,10.0,True,8.0,68.0,14.3,0.0,0.0,0.0
322,10.0,True,9.0,68.0,14.3,0.0,0.0,0.0
323,10.0,True,10.0,68.0,14.3,0.0,0.0,0.0
324,10.0,True,11.0,68.0,14.4,0.0,0.0,0.0
325,10.0,True,12.0,68.0,14.3,0.0,0.0,0.0
326,10.0,True,13.0,68.0,14.2,0.0,0.0,0.0
327,10.0,True,14.0,68.0,14.1,0.0,0.0,0.0
328,10.0,True,15.0,68.0,14.3,0.0,14.0,5230.437400598739
329,10.0,True,16.0,68.0,15.5,0.0,54.0,30672.9870076869
330,10.0,True,17.0,68.0,16.9,0.0,196.0,47947.00245766911
331,10.0,True,18.0,68.0,18.3,0.0,224.0,50300.420175658626
332,10.0,True,19.0,68.0,20.0,0.0,292.0,39308.40796029537
333,10.0,True,20.0,68.0,21.1,0.0,205.0,35479.14306632677
334,10.0,True,21.0,68.0,22.4,0.0,486.0,35037.574792894
335,10.0,True,22.0,68.0,22.2,0.0,433.0,29984.455863063296
336,10.0,True,23.0,68.0,21.7,0.0,435.0,27424.345629195144
337,10.0,True,0.0,67.0,20.4,0.0,239.0,15612.1431661585
338,10.0,True,1.0,67.0,19.5,0.0,77.0,14295.051970324457
339,10.0,True,2.0,67.0,17.9,0.0,1.0,9296.230853889827
340,10.0,True,3.0,67.0,16.9,0.0,0.0,1921.7996562392577
341,10.0,True,4.0,67.0,16.0,0.0,0.0,0.0
342,10.0,True,5.0,67.0,15.2,0.0,0.0,0.0
343,10.0,True,6.0,67.0,14.5,0.0,0.0,0.0
344,10.0,True,7.0,67.0,14.7,0.0,0.0,0.0
345,10.0,True,8.0,67.0,14.0,0.0,0.0,0.0
346,10.0,True,9.0,67.0,13.4,0.0,0.0,0.0
347,10.0,True,10.0,67.0,13.0,0.0,0.0,0.0
348,10.0,True,11.0,67.0,12.7,0.0,0.0,0.0
349,10.0,True,12.0,67.0,12.4,0.0,0.0,0.0
350,10.0,True,13.0,67.0,12.2,0.0,0.0,0.0
351,10.0,True,14.0,67.0,12.2,0.0,0.0,755.4452501570897
352,10.0,True,15.0,67.0,13.5,0.0,49.0,17019.51201170285
353,10.0,True,16.0,67.0,16.7,0.0,215.0,32563.193942801478
354,10.0,True,17.0,67.0,18.8,0.0,421.0,46904.0131826107
355,10.0,True,18.0,67.0,20.2,0.0,583.0,37865.83244742181
356,10.0,True,19.0,67.0,22.3,0.0,685.0,28086.040429860564
357,10.0,True,20.0,67.0,23.0,0.0,728.0,31542.484851657136
358,10.0,True,21.0,67.0,23.4,0.0,702.0,32719.988455597744
359,10.0,True,22.0,67.0,23.6,0.0,611.0,25133.498230288456
360,10.0,True,23.0,67.0,23.4,0.0,462.0,16124.217788906253
361,10.0,True,0.0,66.0,22.7,0.0,276.0,5928.224516187768
362,10.0,True,1.0,66.0,21.5,0.0,87.0,1259.6623834719073
363,10.0,True,2.0,66.0,20.2,0.0,1.0,2125.5691431561963
364,10.0,True,3.0,66.0,15.7,0.0,0.0,3047.6277372262775
365,10.0,True,4.0,66.0,12.8,0.0,0.0,630.6896289537713
366,10.0,True,5.0,66.0,11.4,0.0,0.0,1103.4609895894257
367,10.0,True,6.0,66.0,10.7,0.0,0.0,3332.600304129138
368,10.0,True,7.0,66.0,10.5,0.0,0.0,3332.600304129138
369,10.0,True,8.0,66.0,10.1,0.0,0.0,3332.600304129138
370,10.0,True,9.0,66.0,9.8,0.0,0.0,3332.600304129138
371,10.0,True,10.0,66.0,9.5,0.0,0.0,1394.1377938940225
372,10.0,True,11.0,66.0,9.1,0.0,0.0,0.0
373,10.0,True,12.0,66.0,8.9,0.0,0.0,0.0
374,10.0,True,13.0,66.0,8.7,0.0,0.0,0.0
375,10.0,True,14.0,66.0,8.5,0.0,0.0,50.71808189394854
376,10.0,True,15.0,66.0,9.7,0.0,48.0,7495.227072082864
377,10.0,True,16.0,66.0,14.8,0.0,216.0,38890.65652969705
378,10.0,True,17.0,66.0,20.9,0.0,403.0,47385.50171625576
379,10.0,True,18.0,66.0,23.1,0.0,557.0,43145.48292895897
380,10.0,True,19.0,66.0,25.0,0.0,662.0,31805.19060707756
381,10.0,True,20.0,66.0,26.2,0.0,702.0,46625.022928484716
382,10.0,True,21.0,66.0,26.8,0.0,677.0,40721.27180235246
383,10.0,True,22.0,66.0,27.1,0.0,588.0,20165.752088035235
384,10.0,True,23.0,66.0,27.0,0.0,444.0,6452.015236441902
385,10.0,True,0.0,65.0,26.4,0.0,262.0,5134.880926176373
386,10.0,True,1.0,65.0,24.1,0.0,80.0,23615.676867934555
387,10.0,True,2.0,65.0,22.4,0.0,1.0,28628.723337150146
388,10.0,True,3.0,65.0,20.1,0.0,0.0,12344.84879306329
389,10.0,True,4.0,65.0,17.1,0.0,0.0,3894.8067653096737
390,10.0,True,5.0,65.0,14.9,0.0,0.0,2050.820794590026
391,10.0,True,6.0,65.0,13.4,0.0,0.0,0.0
392,10.0,True,7.0,65.0,12.4,0.0,0.0,0.0
393,10.0,True,8.0,65.0,11.7,0.0,0.0,0.0
394,10.0,True,9.0,65.0,11.1,0.0,0.0,0.0
