,0,1,2,3,4,5,6,7
0,Month,Weekday,Second,Days from solstice,Temperature,Precipitation,Solar irradiance,KWH supplied
440,10,4,25200,63,15.7,0.0,0.0,0.0
441,10,4,28800,63,15.2,0.0,0.0,0.0
442,10,4,32400,63,14.9,0.0,0.0,0.0
443,10,4,36000,63,14.4,0.0,0.0,0.0
444,10,4,39600,63,13.9,0.0,0.0,0.0
445,10,4,43200,63,13.5,0.0,0.0,0.0
446,10,4,46800,63,13.2,0.0,0.0,0.0
447,10,4,50400,63,12.9,0.0,0.0,0.0
448,10,4,54000,63,14.1,0.0,41.0,0.0
449,10,4,57600,63,19.4,0.0,199.0,1.7161047750344656
450,10,4,61200,63,25.5,0.0,381.0,3.510214312570498
451,10,4,64800,63,27.9,0.0,533.0,2.5536809123950373
452,10,4,68400,63,29.9,0.0,633.0,4.905919541966051
453,10,4,72000,63,31.0,0.0,672.0,20.382217446163175
454,10,4,75600,63,31.7,0.0,647.0,10.663633171841102
455,10,4,79200,63,31.9,0.0,559.0,5.077568253990353
